epoch,train_loss,train_acc1,test_loss,test_acc1,test_acc5,gap_loss,lr,epoch_time_s,busy_frac,wait_time_s,peak_mem_mb,mb_sent,msgs_sent,recompute_micro,max_snapshots,bwd_overlap_minibatches,samples,cum_time_s
107,0.00568,99.958,1.19847,71.46,91.06,1.1928,0.005415005420233141,17.256,0.931|0.782,0.87|2.80,862.7|401.8,3120.0|3120.0,520|260,0|0,0|2,165,49920,1809.76
108,0.00565,99.95,1.19747,71.24,90.93,1.19181,0.0052358358329855515,16.865,0.938|0.800,0.75|2.45,862.7|402.1,3120.0|3120.0,520|260,0|0,0|2,175,49920,1826.63
109,0.00584,99.942,1.19066,71.24,91.11,1.18482,0.005058623324029944,17.245,0.926|0.780,0.97|2.82,863.4|402.0,3120.0|3120.0,520|260,0|0,0|2,169,49920,1843.87
110,0.00555,99.954,1.18919,71.61,91.18,1.18365,0.004883440690764178,17.056,0.928|0.793,0.92|2.59,862.7|401.7,3120.0|3120.0,520|260,0|0,0|2,171,49920,1860.93
111,0.00548,99.95,1.18526,71.41,91.17,1.17978,0.004710359896730378,17.012,0.930|0.787,0.90|2.67,863.4|402.1,3120.0|3120.0,520|260,0|0,0|2,177,49920,1877.94
112,0.00532,99.958,1.18474,71.36,91.09,1.17942,0.0045394520420529005,17.267,0.935|0.783,0.82|2.82,862.7|401.7,3120.0|3120.0,520|260,0|0,0|2,155,49920,1895.21
113,0.00531,99.956,1.18277,71.31,91.26,1.17746,0.004370787334231026,17.057,0.930|0.789,0.89|2.65,863.4|401.5,3120.0|3120.0,520|260,0|0,0|2,168,49920,1912.26
114,0.00523,99.958,1.18261,71.36,91.34,1.17738,0.004204435059298303,17.248,0.928|0.788,0.92|2.70,862.7|402.1,3120.0|3120.0,520|260,0|0,0|2,165,49920,1929.51
115,0.00538,99.954,1.18362,71.55,91.19,1.17825,0.004040463553360431,17.066,0.931|0.787,0.88|2.65,862.7|402.0,3120.0|3120.0,520|260,0|0,0|2,170,49920,1946.58
116,0.00514,99.958,1.17957,71.38,91.31,1.17443,0.003878940174523371,17.235,0.930|0.785,0.89|2.73,862.7|402.0,3120.0|3120.0,520|260,0|0,0|2,164,49920,1963.81
117,0.00533,99.968,1.18058,71.38,91.28,1.17525,0.003719931275223205,17.223,0.929|0.783,0.92|2.78,862.7|402.0,3120.0|3120.0,520|260,0|0,0|2,174,49920,1981.04
118,0.00535,99.964,1.17624,71.45,91.2,1.17089,0.0035635021749691165,17.077,0.932|0.786,0.86|2.71,862.7|402.0,3120.0|3120.0,520|260,0|0,0|2,159,49920,1998.11
119,0.00526,99.96,1.17335,71.62,91.23,1.16809,0.0034097171335106826,17.086,0.935|0.791,0.80|2.60,862.7|402.4,3120.0|3120.0,520|260,0|0,0|2,169,49920,2015.2
120,0.00535,99.954,1.17153,71.66,91.14,1.16617,0.0032586393244405268,17.07,0.928|0.788,0.92|2.68,863.4|401.9,3120.0|3120.0,520|260,0|0,0|2,175,49920,2032.27
121,0.00528,99.956,1.17339,71.7,91.15,1.16811,0.0031103308092431336,17.291,0.929|0.781,0.90|2.81,863.4|401.9,3120.0|3120.0,520|260,0|0,0|2,158,49920,2049.56
